Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
71,Jennifer Hunter,Connie Schultz,80,Other,Michael Johnson,Kurt Bailey,58,Rodney Anderson,Savings,56.08601357772551,Alyssa Knight,Kevin Flores,33,Angela Young,Carlos Conley,93.13379716312643,51.62629829376373,93,60,7.712989233324657,Car,62.95741179619281,83,Monica Wilson,Diane Stewart,64,Debit,5.043466897935612,28.81836348685173,78.23203532905819,Angela Hill,Megan Hunt,77,42,Edward Taylor DVM,Complaint,Resolved,Alexander Haas,3
95,Daniel Hall,Tammy Smith,43,Male,Miss Tara Hays,Timothy Williams,52,Theresa Adams,Current,39.1684551497122,Doris Martin DVM,Raymond Fitzpatrick,19,Angelica Murphy,Sarah Wilson,15.360020367961322,39.29172118453801,14,3,74.87451475555147,Car,75.3692112497174,91,Jacob Gonzalez,Andrew Castaneda,38,Gold,86.59467639919663,45.61034395972789,60.910166792534824,David Cain,Thomas Bennett,76,90,Michael White,Praise,Rejected,Ryan Wheeler,73
86,Brandon Blake,Daniel Holt,95,Other,Mr. Mark Long II,Christopher Blake,80,Stephanie Kennedy DDS,Current,41.772356077595745,Jonathan Reyes,Mr. Juan Price,72,Jessica Wood,Nathan Pierce,31.17196343823847,90.15942015973805,7,7,41.230239006635806,Personal,38.91260558456681,22,Carol Boyd,Jeffrey Davis,32,Debit,54.39284292998734,39.877854761052994,20.60859937286793,Alex Brooks,Bradley Gomez,32,26,Richard Lopez,Complaint,Resolved,Frank Berry,19
74,Donald Hensley,Thomas Ross,78,Male,Maureen Lee,Stephen Lee,35,Amy Sandoval,Credit,63.239689731306875,Michael Cordova,Douglas Thomas,56,Richard Johnson,Todd Yang,1.6988886561503906,12.022596106944825,83,25,36.47731203655427,Home,89.6298785681289,39,Carlos Hernandez,Anita Adams,16,Debit,16.536373704152943,4.01948631982541,4.67190289265204,Michael Chavez,Christian Moreno,76,13,Nicole Brown,Suggestion,Pending,Desiree Brown,16
82,Kirk Robinson MD,Cameron Thomas,36,Other,Victoria Reynolds DDS,Charles Johnson,8,Connie Walters MD,Savings,27.590832298806,Katelyn Hampton,Brittany Garcia,92,Rebecca Chen,Kathy Snyder,30.766123936492203,15.852668186357738,93,69,73.79187850034029,Personal,17.165005534228843,46,Crystal Rodriguez,James Miller,90,Debit,10.372078928437634,51.3220206818463,20.03172147125013,Lori Larson,Sean Gates,76,49,Jeremiah Nelson,Suggestion,Resolved,Malik Martinez,24
34,William Bass,Thomas Herman,4,Other,Jimmy Freeman,Casey Burns,94,Edward Baldwin,Savings,60.31002190894924,Joshua Schaefer,Kelly Blake,88,Elizabeth Guerrero,Bethany Garcia,32.032727973521155,11.816805724591358,24,82,64.04951690647285,Personal,95.64126042508667,84,Amy Jones,Kim Juarez,64,Debit,59.83446194894372,20.15753775554436,53.58258167633012,Robert Doyle,David Barnes,83,28,Mr. Anthony Tucker MD,Suggestion,Pending,Lindsey Davis,17
13,Christopher Doyle,Jennifer Watson,48,Other,Tina Johnson,Mark Farmer,90,Carrie Ramsey,Current,41.593824001288745,Rebecca Gomez,Amy Horton,47,Barry Thomas,Andrea Russell,81.76025944906443,1.7884123802537912,49,72,44.60812987340704,Car,79.67475619079606,67,Ryan Davis,Adam Bowman,45,Gold,60.971145997438235,2.5746869756068422,63.03731479550086,Brian Cox,Kimberly Sandoval,82,31,Sheena Chavez,Complaint,Rejected,William Griffith,92
40,Meghan Benton,Toni Hancock,8,Other,Cassandra Gallagher,Susan Huff,71,Elizabeth Dorsey,Savings,2.3489811326502252,Nicholas Jones,Joshua Kennedy,95,Isaac Pearson,Darren Weaver,69.60050389394819,67.17366575531148,51,51,1.2652950313340376,Car,75.94024756909198,96,Nicholas Wright,Susan Smith,93,Debit,50.630591674031464,60.23267518042108,16.365010210687196,Wesley Morgan,Jennifer Wolfe,88,26,Jeffrey Gibson,Suggestion,Rejected,John Brown,62
54,Breanna Lewis,Emma Taylor,76,Female,Heather Martinez,Jonathan Webb,99,Kelsey Wolfe,Credit,56.51100971795095,Julie White,Lisa Carlson,22,Kelli Phillips,Dr. Carlos Warren,25.04408665957733,63.844893059207735,16,16,13.63119184901323,Car,24.701731938884027,92,Ashley Lee,Michael Roberts,85,Credit,13.627032412307642,86.23640401518908,30.356464410236445,Tanya Johns,Jill Howard,50,10,Jon Adams,Praise,Resolved,Patricia Meadows,29
87,Benjamin Zhang,Kelly Hansen,41,Male,David Norton,Tammy Mcmahon,34,Jeffrey Hale,Current,78.39974687102186,Wendy Davis,Tyler Wheeler,68,Heather Barajas,Teresa Baker,86.40118891550961,82.47466212371418,37,52,91.32546434822206,Car,29.128210135625466,84,Dominic Carlson,Laura Robinson,12,Credit,50.860539938730895,16.80135527361388,17.126369211207287,Erica Mcdonald,Curtis Price,63,3,Amber Phillips,Complaint,Resolved,William Owen,83
23,Lee Taylor,Maria Le,60,Female,Joshua Freeman,Christopher Morris,22,Elizabeth Gallegos,Current,91.70842712362823,Jeffrey Lopez,James Patrick,47,Bradley Schultz,Jennifer Bean,44.92708848452427,20.1410358669037,23,46,99.86908949882874,Home,94.41331717894549,59,Garrett Rodriguez,Daniel Vazquez,96,Credit,4.654124357461228,13.371152027291757,74.19301939390492,Diane Baker,Tracy Ward,54,31,Veronica Scott,Complaint,Resolved,Michael Rowe,7
5,James Glover,Jennifer Stone,29,Male,Angel Long,Chad Nelson,27,Nicole Watson,Savings,18.149740148044764,Heidi Salas,Amanda Durham,22,Melissa White,Heather Jackson,76.13348299124587,52.185316500614235,97,90,61.17247950702666,Home,26.431761020751015,87,Mariah Stark,Dr. Ronald Hill II,91,Debit,45.94428447770413,83.41054414787506,93.42969482177836,Bernard Curtis,Elizabeth Tucker,5,80,Elizabeth Long,Suggestion,Resolved,Nicole Vang,96
9,Betty Richardson,Tina Anderson,44,Other,Stephen Howell,Mark Ellison,12,Steven Howard,Credit,85.3232866290365,William Davis,Laura Savage,8,Lisa Lopez,Christopher Bishop,76.51034974279149,14.747691278044176,16,22,5.152734396393738,Home,48.071113257742915,85,Diane Mendoza,Mr. Bradley Watkins,48,Credit,64.68863595637958,68.21636890753047,77.5697774842033,Tammy Collins,Valerie Moore,62,56,Dustin Choi,Suggestion,Rejected,Anthony Benson,55
33,Morgan Ortiz,Christopher Scott,1,Male,Wesley Bonilla,Ashley Joseph,22,Vanessa Smith,Credit,84.35941786343479,Julie Holder,Dale Burnett,53,Christina Rios,Mark Williams,38.80385175065776,67.70692848649549,72,78,26.94329971757877,Personal,5.794024210347823,69,Anne Griffith,Monica Jones,65,Gold,43.294370523495566,54.75345514074823,27.973132108795813,Kim Phillips,Michael Hernandez,12,57,Richard Price,Suggestion,Rejected,Joshua Robinson,71
94,Rick Boyer,Cynthia Silva,98,Other,Christopher Randall,Christopher Cox,62,Karen Silva,Savings,33.99597780513413,Dustin Powers,Keith Weiss,87,Julia Wilson,Christopher Spencer,61.47230343760281,78.83282059961407,81,83,70.67915415984864,Home,83.03601294031739,15,Ricardo Wilson,Brian Malone,61,Gold,65.50087397479125,85.45531742410009,70.1534473321335,Natalie Rich,Matthew Meadows,90,12,Nicholas Gordon,Praise,Pending,Jason Smith,73
26,Jessica Wong,Michael Patel,27,Other,Jessica Gonzalez,Ronald Perez,55,Jamie Cannon,Credit,39.11838455537265,Rebecca Costa,David Barnes,3,Natasha Weaver,Amanda Allen,23.66221103067493,87.67689872118237,35,13,73.2717693151405,Car,45.46821115535763,39,Laura Weaver,Lauren Wright,86,Gold,66.87048329806318,37.29771497531317,88.23958372434753,Tyler Nelson,Scott Martinez,60,26,Cathy Brooks MD,Suggestion,Pending,Charles Hunt,92
74,Nathaniel Wilson DDS,Brenda Perez,32,Female,Vincent Davis,Tristan Russell,76,Lauren White DVM,Savings,94.1795271663122,Antonio Flynn,William Lara,74,Michael Stone,Tara Richards,46.40093881863701,59.22559055927712,10,29,28.78955323639179,Car,94.96567671055692,18,John Brady,Theresa Clark,42,Debit,47.47713873913241,58.02415308693223,46.98368517577692,George Dalton,Kyle Adams,72,43,Jennifer Kelly,Praise,Resolved,James Vargas,54
68,Kelly Faulkner,Leah Cherry,10,Female,David Ross,Paul Morgan,54,Thomas Freeman,Credit,25.908074866068173,Erin Joseph,Lisa Sullivan,77,Brooke Parks,Christy Mckenzie MD,25.128460059658536,34.57705985413938,59,68,42.353554248253126,Home,17.186860441481578,84,Andrew Ochoa,Andrew Proctor,12,Gold,32.886796307659196,20.865895903450305,29.22121423215527,Kristin Moore,Rebecca Jackson,7,27,Philip Hicks,Complaint,Rejected,Shane Scott,36
93,Michael West,Kristina Davis,28,Male,Danny Williams,Jose Hoffman,73,Lauren Gordon,Savings,15.188977593868998,Alexander Lopez,Brandon Jenkins,60,Sharon Jackson,Kim Cooper,49.457290562642974,57.15988141461335,43,54,58.245798611627734,Personal,49.815130461286095,31,Derek Perez,Thomas Aguirre,82,Credit,81.06166473551173,67.26259667813144,22.638043098219075,Ricardo Greene,Keith Cox,76,72,Kayla Brooks,Suggestion,Pending,Craig Armstrong,49
92,Robert Potts,Randy Yu,6,Female,Joseph Diaz,Kevin Rodriguez,41,Michelle Benjamin,Current,76.3226837636631,Thomas Jones,Charles Murray,73,Candice Singh,Stephen Barry,67.94691951068086,60.143652269762526,47,6,77.19217409568871,Car,97.34985476434947,70,Gregory Harris,Holly Parks,34,Debit,56.51789891651281,55.75632166830733,5.508490430201854,Katherine Hall,Denise Hayes,64,61,Matthew Perez,Praise,Rejected,Dr. Joshua Miller,95
68,Wendy Morgan,Lynn Robbins,8,Female,Jaclyn Reynolds,William Garcia,84,Destiny Dodson,Credit,34.1475829211542,Ashley Delgado,Brenda Adams,22,Joseph Bryant,Kerri Wilson,10.29420929252829,8.752816027996305,95,41,87.99005659156835,Car,55.588105574575835,97,Ashley Hall,Brian Brown,56,Gold,53.74032957609414,94.19736948818792,56.449185111667774,Joseph Russell,Mike Morgan,84,82,Jose Stewart,Praise,Resolved,Samuel Hendrix,11
41,Lisa Robbins,Erin Underwood,8,Female,Linda Harper,Sandra Murphy,88,Mr. Ryan Davis,Savings,59.14861445640173,Robert Ferrell,Deborah Ross,74,Juan Mathews,Tonya Vega,30.85487207032199,87.96377710948221,47,53,33.94648109014364,Car,56.59683711119213,78,Brooke Lucas,Mrs. Andrea Pierce,14,Debit,18.825002716321194,2.296323674504364,28.382351437912384,Mr. Curtis Hubbard,Adam Navarro,83,40,Tammy Mcpherson,Praise,Rejected,Jason Watson,28
66,Jonathan Chandler,Jennifer Jones,31,Female,Larry Wong,Deborah Green,7,Elizabeth Harris,Current,57.86348215495738,Robert Bond,Katherine Hernandez,51,Erin Williams,Tanya Lambert,1.3501559081655745,83.93678976398068,33,68,29.99783966711803,Car,17.62997511663821,91,Ryan Conner,Dennis Aguirre,89,Debit,89.74377810488652,64.18899375823628,11.471384193490879,Sharon Jones,Michael Cox,44,38,Kim Gibson,Suggestion,Rejected,Tammy Bailey,98
1,Natalie Johnson,Alexis Miranda,2,Other,Paul Case,Jessica Bradley,44,Valerie Hardin,Current,17.11236471047898,Christopher Nixon,Thomas Faulkner,25,Jennifer Jones,Tyler Mitchell,86.52128770976171,12.866156839665683,6,98,7.123956991996234,Personal,82.45096269676411,24,Jennifer Wells,Curtis Raymond,76,Credit,10.85054162117232,65.02477141514285,21.882699296788864,Kristina Johnson,Autumn Lawrence,5,33,Robert Stout,Complaint,Rejected,Jennifer Barker,7
60,Angela Smith,Lisa David,20,Male,Sheila Mcdaniel,Gabriella Glass,28,Ryan Webb,Savings,18.421055125783145,Alexander Wheeler,Angela Norton,38,Alisha Kelley,Marcus Hutchinson,80.26388361072355,84.35172377261716,96,56,70.26303101475852,Car,89.89588261918247,35,Joy Rodriguez,Eric Delgado,22,Debit,70.36543274543703,94.33981410297389,58.88170460128216,Kelly Mills,Brittany Moore,72,94,Isaiah Copeland,Suggestion,Rejected,Jade Lambert,26
13,Edward Phillips,Sarah Lloyd,84,Male,David Reyes,Christopher Fields,27,Michael Barber,Credit,62.35880494752624,Anna Berry,Matthew Webster,6,Jennifer Pierce,Nathan Sanchez,2.196501369581542,51.70486711669388,33,97,9.74057407265375,Personal,29.217550978263535,66,Madison Harding,Stephen Rogers,42,Gold,67.62898704785019,57.69606828317542,89.89078988475983,Anthony Freeman,Nicole Graham,6,67,Aaron Smith,Praise,Resolved,Linda Armstrong,66
85,Robert Garcia,Alexis Andrews,49,Male,Crystal Mann,Gavin Oneal,22,Justin Garcia,Credit,78.88814605463186,Ethan Dyer,Anthony Fischer,97,Dustin Taylor,Mary Acosta,12.29204701141067,48.05678494149767,45,32,61.72221167617569,Personal,12.336858500654856,60,Phillip Landry,Belinda Irwin,3,Debit,93.42850077560806,58.57507557608427,5.087228584477218,Edwin Jefferson,Felicia Carpenter,9,46,Virginia Bryant,Suggestion,Resolved,Peter Delgado,26
55,Jennifer Martinez,Steven Keller,27,Male,Ethan Rush,Amanda Johnston,7,Travis Moore,Current,31.57692451820588,Jeffrey Wheeler,Charles Garrett,94,Michael Lee,Terry Kim,98.44983062784341,76.56073512739069,22,85,63.02181188476551,Personal,2.549592936310111,10,John Garcia,Sherry Sutton,15,Debit,92.22262566959749,41.41502163262494,57.27151557103883,Sharon Brown,David Mcgrath,30,57,Valerie Burns,Suggestion,Rejected,Sarah Bennett,52
69,Ricky Hanson,Shannon Dean,46,Other,Mark Peterson,Alan Rich,91,Jessica Davis,Savings,36.46972903878467,Sierra Brown,Adam Williams,80,Rebecca Flynn,Tonya Floyd,6.118274920278154,1.7433841742802034,53,58,61.40978155852719,Home,94.15917527239705,38,Michelle Walker,Joshua Estrada,13,Gold,80.23831353809649,44.48661355031581,65.93686397136702,Nicole Carroll,Patricia Bonilla,28,50,Reginald Knight,Complaint,Resolved,Henry Lloyd,40
1,Matthew Chandler,Darrell Wilkins,37,Male,Angela Paul,Cindy Rodriguez,56,Catherine Mitchell,Credit,22.491784183980965,Shannon Hopkins,Monica Sanchez,90,Larry Bailey,Mary Kennedy,65.98503632986746,35.18282732614049,62,4,87.63794928240432,Car,98.16120579726693,36,Scott Martinez,Jeffrey May,56,Credit,90.20270414100928,5.8355734252057045,47.36523450580074,Sandra Martin,Jennifer Jenkins,84,24,Tina Williams,Complaint,Pending,Rebecca Davis,92
97,Dustin Harding,Robert Figueroa,18,Other,Jeremy Gibbs,Traci Gibson,85,Christine Lawrence,Savings,70.63676234228251,John Mccann,Patrick Eaton,93,Ashley Carr,Rebecca Love,68.1147102316497,82.0620279313021,17,51,5.380919579335641,Home,62.03876021916501,40,Morgan Robertson,Michael Ramirez,55,Credit,71.41642471347622,25.859351767468965,88.98462783201367,Paula Johnson,Mitchell Brown,90,90,Xavier Woods,Complaint,Resolved,Brenda Sherman,25
73,Terry Huffman,Misty Mathis,38,Female,Johnny Bonilla,Julie Valdez,65,Ashley Jenkins,Savings,61.11376008941943,Kenneth Clark,Michele Wood,40,Terry Wilson,Leslie Kline,78.24617907400525,25.29166416316363,85,26,9.426353236975888,Home,29.36638055578402,93,Jordan Jackson,Kevin Green,12,Debit,38.90530862490399,72.06243249411149,5.750970391115155,Kimberly Thompson,Emily Hansen,2,57,Tiffany Cline,Suggestion,Resolved,Adam Moreno,78
99,Tommy Howe,Michael Barry,98,Other,Justin Bennett,Courtney Reyes,5,Michael Gill,Current,88.27838243467107,Madison Jordan,Amanda Arnold,24,Christina Whitney,Tommy Powers,99.5246729445915,79.27944844137541,67,36,48.062964918632225,Car,76.55468345905936,81,Travis Howard,Brian Ryan,38,Credit,86.84242643427348,22.886977137603,74.54282738136502,Brenda Benson,Andrew Pierce,17,73,Amber Proctor,Complaint,Resolved,Tony Hoffman,44
11,Megan Moreno,Nicholas Hunter,10,Other,Elizabeth Williams,David Miller,21,Ms. Amanda Tucker,Current,80.01784497756199,Richard Alexander,Ryan Moore,26,Deborah Rose,Julie Schmidt,33.81682039548886,15.328046440839245,91,58,5.310171910467044,Car,85.57430452937326,72,David Jacobson,Julia Fischer,64,Credit,69.9391770492789,92.12361337132668,34.69164814360608,Andrew Braun,Logan Abbott,23,91,Anthony Franklin,Complaint,Rejected,Rita Martin,8
82,Sarah Beasley,Ana Willis,33,Female,Christine Robinson,Chelsea Hanson,6,Lisa Payne,Savings,65.09727739589992,Travis Fleming,Lance Robinson,60,Randy Thompson,Jack Lopez,72.21161614687948,59.95979666359749,43,83,35.05989317460745,Home,8.160964841973568,19,Perry Mitchell,Denise Perez,30,Debit,96.50794411652545,91.01596668660976,51.74888661040057,Chad Chavez,Whitney Lee,89,40,Marcus Mcdowell,Suggestion,Resolved,Ariana Mason,47
44,Christina Miller,Chloe Bell,22,Other,Christian Hammond,Shari Blair,57,Sabrina Herring,Current,79.56362807745293,Patrick Long,Bryan Goodwin,71,Rachel Martin,Shawn Lopez Jr.,69.24676742205058,23.28023621587506,24,98,43.16736479412812,Personal,30.76053514614701,97,Ronald Daniel,Kenneth Weeks,90,Gold,8.663257157563226,41.13932035336744,88.55798805081007,Jonathan Tyler,Angelica Campbell,14,8,Brett Kramer,Praise,Rejected,Charles Watson,1
88,David Caldwell,Mikayla Simmons,53,Male,Zachary Willis,Jennifer Dominguez,59,Jeremiah Riley,Credit,92.6222038722504,David Simpson,Jeffrey Miller,67,Susan Black,Stephen Carter,28.614923622555278,16.69561344759648,89,17,2.1958229296734952,Home,91.77387099189237,64,Ryan Brown,Cody Pearson,58,Credit,20.39556663484398,26.258318143029214,26.764625938137083,Julie Robinson,Frank Harris,29,15,John Maldonado,Suggestion,Pending,Christina Grant,87
60,Kurt Harper,Paula Alvarez,65,Female,Sandra Baldwin,Michelle Jones MD,86,Morgan Brown,Credit,53.15533010894799,Joshua Carter,Robert Barnes,64,Crystal Gray,Michael Hughes,82.14360567938142,95.05429745283384,3,39,97.92866328774288,Home,90.91391613273487,91,Richard Cline,Deborah Stephens,1,Gold,69.80475861849388,47.200825737134906,39.11308409395421,Katherine Brown,Elaine Rivera,72,96,Jamie Johnson,Praise,Resolved,Miss Anna Lee DDS,11
98,Kristen Roach,Andrew Ramirez,51,Other,Michael Perry,Alexandra Zimmerman,83,Jeff Whitney,Savings,45.23234534786777,Kristine Harvey,Lauren Jacobson,69,Janet Conrad,Taylor Norton,35.32613432754155,25.843113980565743,83,61,38.39864515834023,Car,60.943397774538745,46,Sarah Knight,Amber Sims,7,Credit,73.38802303170736,89.14969994894527,85.7210428763783,Charles Owens,Samantha Flores,31,52,Miranda Moreno,Suggestion,Pending,Angela Chavez,96
12,Shannon Adams,Courtney Baxter,81,Female,John Lyons,Brittany Hernandez,71,Kathy Stewart,Current,67.91709827284838,Ashlee Chung,Robert Brock,56,Jasmine Phelps,Mark Morris,74.69236153985933,95.119698758998,93,47,44.41134207615415,Car,46.22362186640715,20,Anthony Rogers,Michael Carter,13,Credit,47.931759345775895,79.3958110597893,42.192054531748006,Brandon Wright,Jennifer Fernandez,30,40,Deanna Simon,Suggestion,Resolved,Larry Perez,50
45,Nathaniel Cole,Carrie Jones,32,Male,Kimberly Cox,Xavier Grimes,81,Julia Hill,Savings,7.0137418875275515,Brooke Murray,Daniel Hamilton,97,Mr. Victor Vaughan,Lisa Hartman,70.11669363408099,80.90166252603733,24,50,52.580973604188934,Personal,98.26730845534662,82,Leslie Chen,Amy Ward,70,Gold,85.12607658925043,49.44558981043441,14.873445705472603,Timothy Harrington,Kelly Ross,19,98,Katherine Brown,Complaint,Resolved,Nicholas Gray,15
95,Cindy Morales,Kelly Wyatt,96,Other,Yvonne Hill,Mandy Ortiz,47,Kimberly Clay,Savings,58.45404994483869,Bruce Schultz,Alicia Wade,36,Juan Osborne,Audrey Johnson,22.73324655472392,33.03032382956037,96,35,67.12854581022653,Car,22.412891367951584,93,Jasmine Johnson,Tonya Miller,88,Debit,80.18931624045258,5.904050450859585,55.75315242837278,Walter Salazar,Stephen Hammond,58,93,Richard Mercado,Complaint,Resolved,Richard Wilson,77
2,Stacey Taylor,Trevor Hernandez,77,Female,Walter Williams,Leroy Robertson,51,Jason Gardner,Current,16.3970291191441,Kimberly Griffith,Troy Morales,82,Brian Koch PhD,Craig Fry,47.63660793624269,57.73986694746626,88,76,29.51207846040837,Personal,25.879886274681564,97,Tiffany Sweeney,Brooke Chan,79,Credit,78.06239017160907,46.26578870896332,46.05793713129,Monica Bailey,Daniel Ewing,11,98,Scott Hernandez,Suggestion,Pending,Scott Rodgers,84
27,Kayla Rojas,Mrs. Tracy Gonzalez,50,Other,Dana Thompson,Janet Simpson,56,Lisa Austin,Savings,36.83637429850337,Antonio Hawkins,Nicholas Garcia,49,Matthew Wood,Susan Humphrey,5.048406180378431,39.611014929441765,67,10,97.89230540329405,Personal,95.76249843135977,32,Brittany Sanders,Joshua Contreras,44,Gold,12.014769338469405,60.918686178462764,54.513107874445076,Emily Barnes,Daniel Smith,29,50,Kathryn King,Suggestion,Pending,Hayley Ray,47
98,Joseph Cantu II,Michelle Kelly,44,Male,Joshua Ballard,Brian Sims,80,Kayla Martin,Current,14.13112916233027,Mikayla Davis,Dustin Neal,43,John Rodriguez,Laura Villegas,92.68630494638003,85.61228028846837,83,94,22.46179543114611,Personal,84.43400231910215,41,Carlos Kennedy,Rebekah Wilson,82,Debit,60.93331839595654,51.88368113926204,68.29655734180274,Tony Lopez,Mrs. Alicia Chambers DVM,97,12,Clifford Ortiz,Suggestion,Rejected,Jon Lewis,91
12,Ronald Gomez,Mrs. Sara Mcgrath,54,Female,Amanda Edwards,Trevor Bradley,87,Hannah Krause,Current,35.78973584256102,Shannon Price,Curtis Alvarez,89,Stephanie Martinez,Sarah Martinez,54.98762242077618,7.033075456045289,50,12,18.740443153948362,Car,23.31737054874363,50,Karen Shields,Sherri Barnett,65,Gold,38.450469834531276,90.1824703754467,47.457473903786585,Christopher Russell,Richard Martinez,97,98,Samantha Sanchez,Suggestion,Resolved,Anthony Johnson,83
65,Michael Martinez,Matthew Barton,32,Female,John Ingram,Gary Henderson,76,Brian Wilson,Current,41.1731201056974,Dana Bennett,Ashley Smith,56,Jennifer Davis,Eric Lewis,55.00734355151117,19.71452453310113,26,35,27.97247719472541,Personal,15.591233951131331,39,Natalie Bryant,Danielle Martin,64,Debit,38.67344842259183,44.959483615223114,81.95651503525906,Mrs. Rachel Martinez,Tina Washington,89,77,Kevin Kelly,Suggestion,Resolved,Melissa Taylor,2
71,Sarah Romero,Raymond Richardson,13,Female,Angela Anderson,Christopher Vance,93,Monique Vaughan,Current,9.095514530998416,Gregory Anderson,Nicholas Hunt,75,Brandi Sherman,Jerry Erickson,40.170558324006,44.598427155640564,77,42,49.861354381438325,Personal,23.959232631468655,78,Nicholas Davis,Jasmine Wright,49,Debit,81.69328613468944,96.06225743403337,70.95047899587665,Danny Garza,Michelle Brown,76,1,Connie Jones,Complaint,Resolved,Miguel Willis,78
59,Debra Holmes,Carol Li,17,Other,Crystal Smith,John Richardson,64,Julia Strickland,Savings,66.53767017551678,Joshua Perry,Eric Hunter,26,Cynthia Garcia,Jennifer Ross,98.32516820180973,94.0662118821003,61,4,13.23023273793616,Personal,87.61770042412275,85,Michelle Terrell,Sean Graham,6,Debit,85.77957308127763,68.29720042971823,85.17202844526263,Amy Allen,Taylor Soto,33,21,Melissa Fox,Complaint,Resolved,Dustin Smith,77
30,Michelle Garcia,Kristie Johnson,88,Female,Holly Smith,Jennifer Li,99,Erin Young,Current,83.09474045398696,David Phillips,Leroy May,87,Lisa Jones,Martin Rodriguez,99.5400905746472,67.44007560216974,97,35,92.22117108886998,Personal,61.75131967732567,3,Chad Barber,Luis Roberts,14,Debit,9.814019402365805,70.90271225787738,57.58528500588943,Charles Griffin,Vicki Pruitt DVM,79,24,Alicia Holloway,Suggestion,Rejected,Charles Gilmore,59
77,Kristen Cole,Chloe Meyer,93,Female,Richard Brown,Vanessa Sanchez,78,Laura Mcguire,Credit,50.468110429241584,Daniel Barnes,Paula Patrick,51,Stephanie Christensen,Keith Russell,36.77017077831285,6.852676334079952,71,4,40.07626333714206,Personal,36.29936807957717,15,Antonio Ferguson,Paul Stout,65,Gold,24.092388236295136,4.504165693759608,61.05872785776845,Emily Lopez,Kathleen Lewis,45,70,Mr. Jerry Mejia,Complaint,Pending,Christopher Walker,45
40,John Roberts,Geoffrey Brown,4,Other,Austin Hobbs,Alexander Kemp,35,Jasmine Alexander,Credit,4.87416980229071,Rebecca Mathews,William Villanueva,56,April Gaines,Michael Dominguez,89.94682527692328,79.62564229033711,1,37,5.390603303653604,Personal,82.16380875852693,81,Katelyn Mcdaniel,Beth Warren,74,Gold,41.57720995187566,57.6038594055815,51.14219482781863,Matthew Patton,Amy Kim,35,38,William Shelton,Suggestion,Resolved,Tina Harris,98
51,Maria Welch,Anna Chase MD,77,Other,John Strong,Ronald Wright,98,Zachary Taylor,Credit,97.51841133148386,Misty Campos,Ann Guzman,64,Dawn Adams,Christopher Taylor,76.53366626222589,97.40036844970385,32,95,31.582689051006266,Home,77.5406209722344,66,Jonathan Simmons DDS,Michael Jenkins,88,Credit,4.6355853753340925,99.11294544545416,2.9916540660013466,Amy Savage,John Davis,71,65,Justin Kennedy,Suggestion,Pending,Kimberly Hall,4
40,Caroline Armstrong,Kelly Shaw,20,Female,Kellie Cannon,Brooke Brown,29,Steven Donaldson,Credit,46.80859028335797,Matthew Nelson DDS,Chelsea Phillips,30,Shelby Burns,David Becker,81.97455321405336,22.259129010710975,48,71,27.081120948770575,Car,57.65298552354703,34,Julia Rivers,Leslie Goodwin,94,Debit,36.74859890979854,16.062705654287967,31.07440434645524,Donald Rodriguez,Todd Zamora,27,86,Jennifer Nash,Complaint,Rejected,Rhonda Bender,29
82,Mary Wright,Christian Cruz,13,Female,Frank Jones,Richard Cochran,3,Tiffany Hodges,Current,26.68407409790205,Richard Mcdowell,Kevin Davidson,22,Tanya Howard,Joseph Turner,59.3731872349605,40.28107856859453,99,14,54.158949360373214,Home,94.47559335839017,79,Angela Boyd,Michael White,22,Debit,93.57804560415272,39.532350599940536,85.62142449743601,Brittney Arroyo,Edwin Johnson,3,29,Corey Duke,Suggestion,Rejected,Brian Mccoy,68
84,Isaac Craig,Robert Atkinson,2,Other,David Bowman,Ann Potter,62,Christian Holder,Credit,2.889885751292751,Jimmy Campbell,Brenda Livingston,92,Sean Blake,Robin Le,16.559467933692865,28.781225925721643,52,61,20.41530052498302,Personal,90.36919841879812,52,Drew Cook,Tamara Roach,39,Debit,14.345837151925354,86.36383588603641,4.187263248580042,Patrick Hall,Brandon Gonzales,99,24,Jacqueline Stafford,Suggestion,Rejected,Jacob Mccann,72
99,Jacob Anderson,Melissa Brown,85,Male,Angela Jones,Sharon Phelps MD,3,John Davidson,Savings,17.30758030544627,Joyce Ramos,Jeffrey Lewis,22,Brandon Smith,Sheri Haynes,56.224673470656015,64.36542716923168,32,83,77.4583885789758,Personal,2.293476536861333,54,Rachel Lowe,Christopher Branch,38,Debit,54.45124770243294,94.84540701493444,80.69178436282773,Louis Mcclure,Emily Campbell,61,10,Kiara Hall,Complaint,Resolved,Justin Lowe,93
